precision,recall,threshold
0.019434628975265017,0.7857142857142857,7.848982519702204e-06
0.019469026548672566,0.7857142857142857,7.89281403383008e-06
0.01950354609929078,0.7857142857142857,7.922528113442996e-06
0.019538188277087035,0.7857142857142857,7.942892490270301e-06
0.019572953736654804,0.7857142857142857,7.958917355973249e-06
0.0196078431372549,0.7857142857142857,7.972114599797375e-06
0.019642857142857142,0.7857142857142857,7.976632292106156e-06
0.01967799642218247,0.7857142857142857,8.0031136405582e-06
0.01971326164874552,0.7857142857142857,8.003296326831473e-06
0.01981981981981982,0.7857142857142857,8.037317529172805e-06
0.019855595667870037,0.7857142857142857,8.038422537863444e-06
0.019891500904159132,0.7857142857142857,8.046547669343084e-06
0.019927536231884056,0.7857142857142857,8.055220579242988e-06
0.019963702359346643,0.7857142857142857,8.091093280331385e-06
0.02,0.7857142857142857,8.092150398632264e-06
0.020036429872495445,0.7857142857142857,8.13279948727787e-06
0.020072992700729927,0.7857142857142857,8.15570118433714e-06
0.02010968921389397,0.7857142857142857,8.156355219160235e-06
0.020146520146520148,0.7857142857142857,8.168996659970762e-06
0.02018348623853211,0.7857142857142857,8.170985356326335e-06
0.02022058823529412,0.7857142857142857,8.286489830039e-06
0.020257826887661142,0.7857142857142857,8.301306369785792e-06
0.02029520295202952,0.7857142857142857,8.403617155968329e-06
0.02033271719038817,0.7857142857142857,8.451874422947274e-06
0.020370370370370372,0.7857142857142857,8.653314385254622e-06
0.02040816326530612,0.7857142857142857,8.671805786023337e-06
0.020446096654275093,0.7857142857142857,8.693242091201167e-06
0.020484171322160148,0.7857142857142857,8.750527120748833e-06
0.020522388059701493,0.7857142857142857,8.752515483930115e-06
0.020560747663551402,0.7857142857142857,8.806004453957572e-06
0.020599250936329586,0.7857142857142857,8.83608160358312e-06
0.020637898686679174,0.7857142857142857,8.866180744927281e-06
0.02071563088512241,0.7857142857142857,8.878988237324083e-06
0.020754716981132074,0.7857142857142857,8.882095839814482e-06
0.020793950850661626,0.7857142857142857,8.911997981863185e-06
0.020833333333333332,0.7857142857142857,8.943515643898847e-06
0.020872865275142316,0.7857142857142857,9.01588293403898e-06
0.02091254752851711,0.7857142857142857,9.052350640163471e-06
0.01904761904761905,0.7142857142857143,9.103714257747517e-06
0.019083969465648856,0.7142857142857143,9.125364822367025e-06
0.019120458891013385,0.7142857142857143,9.13969891568093e-06
0.019157088122605363,0.7142857142857143,9.149209531118294e-06
0.019193857965451054,0.7142857142857143,9.150445095790772e-06
0.019230769230769232,0.7142857142857143,9.166611921125143e-06
0.019267822736030827,0.7142857142857143,9.172382470518235e-06
0.019305019305019305,0.7142857142857143,9.187850859165741e-06
0.019342359767891684,0.7142857142857143,9.191963016124446e-06
0.01937984496124031,0.7142857142857143,9.220307187989648e-06
0.019417475728155338,0.7142857142857143,9.38600967711246e-06
0.019455252918287938,0.7142857142857143,9.415183482289321e-06
0.01949317738791423,0.7142857142857143,9.49537522129048e-06
